episode:1,Updates:1/250,Timesteps:400/50000,FPS:221.0,avg_sp:-11.732758620689655,value_loss:1.066950249671936,policy_loss:0.022736314311623575,dist_entropy:1.3861432154973348,actor_grad_norm:1.97524893283844,critic_grad_norm:14.072174072265625,ratio:1.0008704662322998,average_step_rewards:-7.505000114440918
episode:89,Updates:89/250,Timesteps:18000/50000,FPS:138.0,avg_sp:-2.33,value_loss:0.08934308489163717,policy_loss:0.023281606659293175,dist_entropy:0.4658005098501841,actor_grad_norm:0.7828080654144287,critic_grad_norm:0.6960425972938538,ratio:0.9992333650588989,average_step_rewards:-1.1825000047683716
episode:90,Updates:90/250,Timesteps:18200/50000,FPS:138.0,avg_sp:-2.6,value_loss:0.08613725701967875,policy_loss:0.04748593916495641,dist_entropy:0.43933002750078837,actor_grad_norm:1.7313249111175537,critic_grad_norm:1.1457724571228027,ratio:0.9984564185142517,average_step_rewards:-1.1200000047683716
episode:91,Updates:91/250,Timesteps:18400/50000,FPS:138.0,avg_sp:-2.37,value_loss:0.03195730845133463,policy_loss:-0.030416708687941232,dist_entropy:0.48403772711753845,actor_grad_norm:1.267890214920044,critic_grad_norm:0.38698646426200867,ratio:0.9976134896278381,average_step_rewards:-1.1425000429153442
episode:92,Updates:92/250,Timesteps:18600/50000,FPS:138.0,avg_sp:-2.26,value_loss:0.0820389340321223,policy_loss:0.0006641271524131298,dist_entropy:0.4633208990097046,actor_grad_norm:1.2345383167266846,critic_grad_norm:0.7068504691123962,ratio:0.9955611824989319,average_step_rewards:-1.0425000190734863
episode:93,Updates:93/250,Timesteps:18800/50000,FPS:138.0,avg_sp:-2.33,value_loss:0.022596822306513786,policy_loss:-0.03076025880873203,dist_entropy:0.4517424722512563,actor_grad_norm:1.2190423011779785,critic_grad_norm:0.7924282550811768,ratio:0.9995605945587158,average_step_rewards:-1.1950000524520874
episode:94,Updates:94/250,Timesteps:19000/50000,FPS:138.0,avg_sp:-2.67,value_loss:0.07126983205477397,policy_loss:0.04069286411007245,dist_entropy:0.48063731789588926,actor_grad_norm:1.7758558988571167,critic_grad_norm:1.1766074895858765,ratio:1.0007503032684326,average_step_rewards:-1.1699999570846558
episode:95,Updates:95/250,Timesteps:19200/50000,FPS:138.0,avg_sp:-2.51,value_loss:0.019361760715643564,policy_loss:-0.011016049981117248,dist_entropy:0.463949853181839,actor_grad_norm:1.0451654195785522,critic_grad_norm:0.7208601236343384,ratio:1.0030659437179565,average_step_rewards:-1.184999942779541
episode:96,Updates:96/250,Timesteps:19400/50000,FPS:138.0,avg_sp:-1.97,value_loss:0.02785044088959694,policy_loss:0.03320337397356828,dist_entropy:0.471288925409317,actor_grad_norm:1.516466736793518,critic_grad_norm:0.5411311984062195,ratio:0.9974840879440308,average_step_rewards:-0.9925000071525574
episode:97,Updates:97/250,Timesteps:19600/50000,FPS:138.0,avg_sp:-2.02,value_loss:0.09674311677614848,policy_loss:0.016503120213747023,dist_entropy:0.4416864236195882,actor_grad_norm:1.1110529899597168,critic_grad_norm:0.6827988028526306,ratio:0.9964882135391235,average_step_rewards:-0.9375
episode:98,Updates:98/250,Timesteps:19800/50000,FPS:138.0,avg_sp:-1.84,value_loss:0.019326711197694142,policy_loss:0.0065557718233321795,dist_entropy:0.4638347824414571,actor_grad_norm:1.2535691261291504,critic_grad_norm:0.21511687338352203,ratio:0.9940121173858643,average_step_rewards:-0.8575000166893005
episode:99,Updates:99/250,Timesteps:20000/50000,FPS:138.0,avg_sp:-2.49,value_loss:0.01827316333850225,policy_loss:-0.008211277518421411,dist_entropy:0.4858248134454091,actor_grad_norm:1.0909987688064575,critic_grad_norm:0.2646198868751526,ratio:0.9948223233222961,average_step_rewards:-1.122499942779541
episode:100,Updates:100/250,Timesteps:20200/50000,FPS:138.0,avg_sp:-2.03,value_loss:0.05011161963144938,policy_loss:-0.024630994846423466,dist_entropy:0.4894183377424876,actor_grad_norm:0.5848086476325989,critic_grad_norm:0.5309664011001587,ratio:0.9998816847801208,average_step_rewards:-0.9375
episode:101,Updates:101/250,Timesteps:20400/50000,FPS:137.0,avg_sp:-1.8,value_loss:0.037636648118495944,policy_loss:-0.015494973088304201,dist_entropy:0.4385429898897807,actor_grad_norm:1.4893419742584229,critic_grad_norm:0.2916523218154907,ratio:0.992068350315094,average_step_rewards:-0.8424999713897705
episode:102,Updates:102/250,Timesteps:20600/50000,FPS:137.0,avg_sp:-2.06,value_loss:0.017532709861795108,policy_loss:-0.019016691173116367,dist_entropy:0.45506746967633566,actor_grad_norm:1.4295450448989868,critic_grad_norm:0.4142700135707855,ratio:0.9839397072792053,average_step_rewards:-0.9549999833106995
episode:103,Updates:103/250,Timesteps:20800/50000,FPS:137.0,avg_sp:-2.25,value_loss:0.0171476303289334,policy_loss:-0.01344431935006772,dist_entropy:0.4638103425502777,actor_grad_norm:1.3679163455963135,critic_grad_norm:0.1564754843711853,ratio:0.9968574047088623,average_step_rewards:-1.0299999713897705
episode:104,Updates:104/250,Timesteps:21000/50000,FPS:137.0,avg_sp:-2.01,value_loss:0.05100418974955877,policy_loss:-0.04929864108562469,dist_entropy:0.5040252168973287,actor_grad_norm:1.244634747505188,critic_grad_norm:0.5971769690513611,ratio:1.0004433393478394,average_step_rewards:-0.9225000143051147
episode:105,Updates:105/250,Timesteps:21200/50000,FPS:137.0,avg_sp:-2.21,value_loss:0.021630954866607984,policy_loss:-0.005761435164216285,dist_entropy:0.46201643149058025,actor_grad_norm:1.1865729093551636,critic_grad_norm:0.2182784229516983,ratio:0.9959024786949158,average_step_rewards:-1.059999942779541
episode:106,Updates:106/250,Timesteps:21400/50000,FPS:137.0,avg_sp:-2.05,value_loss:0.023848823706309,policy_loss:-0.021516176188985506,dist_entropy:0.45247737169265745,actor_grad_norm:1.2487788200378418,critic_grad_norm:0.17993293702602386,ratio:0.9989347457885742,average_step_rewards:-0.9800000190734863
episode:107,Updates:107/250,Timesteps:21600/50000,FPS:137.0,avg_sp:-2.277227722772277,value_loss:0.019650662317872047,policy_loss:-0.011141328793019056,dist_entropy:0.46088373064994814,actor_grad_norm:1.0582354068756104,critic_grad_norm:0.1081489697098732,ratio:0.998752772808075,average_step_rewards:-1.222499966621399
episode:108,Updates:108/250,Timesteps:21800/50000,FPS:137.0,avg_sp:-2.2475247524752477,value_loss:0.25307656029860176,policy_loss:0.04342793251077334,dist_entropy:0.4226249893506368,actor_grad_norm:1.3706992864608765,critic_grad_norm:1.6147547960281372,ratio:0.9962218999862671,average_step_rewards:-0.9599999785423279
episode:109,Updates:109/250,Timesteps:22000/50000,FPS:137.0,avg_sp:-2.12,value_loss:0.08089864253997803,policy_loss:-0.0025615622405894102,dist_entropy:0.42196815411249794,actor_grad_norm:0.8485649228096008,critic_grad_norm:0.3365887701511383,ratio:0.9983716607093811,average_step_rewards:-0.9225000143051147
episode:110,Updates:110/250,Timesteps:22200/50000,FPS:137.0,avg_sp:-2.1,value_loss:0.022659661496678987,policy_loss:-0.07471959243218104,dist_entropy:0.4330041786034902,actor_grad_norm:1.305588960647583,critic_grad_norm:0.3649810552597046,ratio:0.9934545755386353,average_step_rewards:-0.9574999809265137
episode:111,Updates:111/250,Timesteps:22400/50000,FPS:137.0,avg_sp:-1.87,value_loss:0.02007634813586871,policy_loss:-0.03562528317173322,dist_entropy:0.42116864323616027,actor_grad_norm:1.3803341388702393,critic_grad_norm:0.24138765037059784,ratio:1.001889705657959,average_step_rewards:-0.8399999737739563
episode:112,Updates:112/250,Timesteps:22600/50000,FPS:137.0,avg_sp:-2.18,value_loss:0.020086645583311715,policy_loss:-0.01105774409758548,dist_entropy:0.41361897985140483,actor_grad_norm:1.1520863771438599,critic_grad_norm:0.2512368857860565,ratio:1.0031787157058716,average_step_rewards:-0.9750000238418579
episode:113,Updates:113/250,Timesteps:22800/50000,FPS:137.0,avg_sp:-1.71,value_loss:0.017582444474101067,policy_loss:-0.020489639043807982,dist_entropy:0.40905468463897704,actor_grad_norm:0.8841474056243896,critic_grad_norm:0.4163897633552551,ratio:0.9965351223945618,average_step_rewards:-0.824999988079071
episode:114,Updates:114/250,Timesteps:23000/50000,FPS:137.0,avg_sp:-2.06,value_loss:0.01961462137599786,policy_loss:-0.029498527695735296,dist_entropy:0.43152939875920615,actor_grad_norm:1.3404148817062378,critic_grad_norm:0.5804795622825623,ratio:0.9991902709007263,average_step_rewards:-0.9300000071525574
episode:115,Updates:115/250,Timesteps:23200/50000,FPS:137.0,avg_sp:-1.98,value_loss:0.05325202470024427,policy_loss:-0.007953121202687423,dist_entropy:0.43038943807284036,actor_grad_norm:0.8211293816566467,critic_grad_norm:0.4838637113571167,ratio:0.999319314956665,average_step_rewards:-0.8450000286102295
episode:116,Updates:116/250,Timesteps:23400/50000,FPS:137.0,avg_sp:-2.09,value_loss:0.05140448311964671,policy_loss:-0.03204059886435668,dist_entropy:0.37201610604921975,actor_grad_norm:1.2733111381530762,critic_grad_norm:0.24627812206745148,ratio:0.997221052646637,average_step_rewards:-0.987500011920929
episode:117,Updates:117/250,Timesteps:23600/50000,FPS:137.0,avg_sp:-1.82,value_loss:0.020271853854258854,policy_loss:-0.026500043521324793,dist_entropy:0.3913625081380208,actor_grad_norm:1.0230228900909424,critic_grad_norm:0.20752586424350739,ratio:0.9970751404762268,average_step_rewards:-0.8999999761581421
episode:118,Updates:118/250,Timesteps:23800/50000,FPS:137.0,avg_sp:-1.77,value_loss:0.01985902028779189,policy_loss:0.004560542294833188,dist_entropy:0.35668906569480896,actor_grad_norm:1.2482575178146362,critic_grad_norm:0.15188103914260864,ratio:0.9983651638031006,average_step_rewards:-0.8399999737739563
episode:119,Updates:119/250,Timesteps:24000/50000,FPS:137.0,avg_sp:-1.9,value_loss:0.019665805622935295,policy_loss:-0.03897481833895047,dist_entropy:0.3496631383895874,actor_grad_norm:1.0480031967163086,critic_grad_norm:0.11722071468830109,ratio:0.9989966750144958,average_step_rewards:-0.8799999952316284
episode:120,Updates:120/250,Timesteps:24200/50000,FPS:137.0,avg_sp:-1.84,value_loss:0.017919829736153286,policy_loss:-0.018589026853442193,dist_entropy:0.34129016200701395,actor_grad_norm:0.8932336568832397,critic_grad_norm:0.28070688247680664,ratio:1.0029698610305786,average_step_rewards:-0.9225000143051147
episode:121,Updates:121/250,Timesteps:24400/50000,FPS:137.0,avg_sp:-1.77,value_loss:0.018345202381412188,policy_loss:0.004688402179939052,dist_entropy:0.365171488126119,actor_grad_norm:1.3038582801818848,critic_grad_norm:0.5160161852836609,ratio:0.9949000477790833,average_step_rewards:-0.7925000190734863
episode:122,Updates:122/250,Timesteps:24600/50000,FPS:137.0,avg_sp:-1.76,value_loss:0.021852689733107885,policy_loss:-0.0009616501784572999,dist_entropy:0.3382998009522756,actor_grad_norm:1.1861895322799683,critic_grad_norm:0.28259724378585815,ratio:0.9963060617446899,average_step_rewards:-0.824999988079071
episode:123,Updates:123/250,Timesteps:24800/50000,FPS:137.0,avg_sp:-1.97,value_loss:0.019913604483008385,policy_loss:-0.021447566524147987,dist_entropy:0.32778772711753845,actor_grad_norm:1.178499460220337,critic_grad_norm:0.16573353111743927,ratio:0.9955955743789673,average_step_rewards:-0.875
episode:124,Updates:124/250,Timesteps:25000/50000,FPS:137.0,avg_sp:-2.24,value_loss:0.01678035631775856,policy_loss:-0.03804464067022006,dist_entropy:0.3528597176074982,actor_grad_norm:1.3900794982910156,critic_grad_norm:0.08111558854579926,ratio:0.9939353466033936,average_step_rewards:-0.9624999761581421
episode:125,Updates:125/250,Timesteps:25200/50000,FPS:137.0,avg_sp:-1.89,value_loss:0.048941064377625784,policy_loss:-0.046679619948069254,dist_entropy:0.3486976742744446,actor_grad_norm:0.6757358312606812,critic_grad_norm:0.47251278162002563,ratio:0.9972440004348755,average_step_rewards:-0.8824999928474426
episode:126,Updates:126/250,Timesteps:25400/50000,FPS:137.0,avg_sp:-1.78,value_loss:0.02001905975242456,policy_loss:-0.0345939714461565,dist_entropy:0.3627532740434011,actor_grad_norm:1.064166784286499,critic_grad_norm:0.23024749755859375,ratio:0.9956473112106323,average_step_rewards:-0.8824999928474426
episode:127,Updates:127/250,Timesteps:25600/50000,FPS:137.0,avg_sp:-1.61,value_loss:0.014826761061946551,policy_loss:0.0006489923747722059,dist_entropy:0.33563923637072246,actor_grad_norm:0.9991260766983032,critic_grad_norm:0.11137736588716507,ratio:0.9979888200759888,average_step_rewards:-0.7250000238418579
episode:128,Updates:128/250,Timesteps:25800/50000,FPS:137.0,avg_sp:-2.01,value_loss:0.017339431991179783,policy_loss:-0.0058085154140523326,dist_entropy:0.34581544796625774,actor_grad_norm:1.2615644931793213,critic_grad_norm:0.24272817373275757,ratio:1.0027540922164917,average_step_rewards:-1.034999966621399
episode:129,Updates:129/250,Timesteps:26000/50000,FPS:137.0,avg_sp:-1.81,value_loss:0.1546271820863088,policy_loss:0.017805714284380277,dist_entropy:0.34534622033437096,actor_grad_norm:1.0043789148330688,critic_grad_norm:1.2121983766555786,ratio:0.9958497881889343,average_step_rewards:-0.7524999976158142
episode:130,Updates:130/250,Timesteps:26200/50000,FPS:137.0,avg_sp:-1.85,value_loss:0.022632986431320508,policy_loss:0.047913222263256706,dist_entropy:0.3540196975072225,actor_grad_norm:1.2396167516708374,critic_grad_norm:0.601971447467804,ratio:0.9997513294219971,average_step_rewards:-0.7950000166893005
episode:131,Updates:131/250,Timesteps:26400/50000,FPS:137.0,avg_sp:-1.85,value_loss:0.0211220504095157,policy_loss:-0.01036486114996175,dist_entropy:0.3489427308241526,actor_grad_norm:0.9391114115715027,critic_grad_norm:0.11797961592674255,ratio:0.9951565861701965,average_step_rewards:-0.8424999713897705
episode:132,Updates:132/250,Timesteps:26600/50000,FPS:137.0,avg_sp:-2.01,value_loss:0.023799942433834077,policy_loss:-0.038806286205848056,dist_entropy:0.3619608541329702,actor_grad_norm:1.1122145652770996,critic_grad_norm:0.1312139481306076,ratio:0.9996225833892822,average_step_rewards:-0.8149999976158142
episode:133,Updates:133/250,Timesteps:26800/50000,FPS:137.0,avg_sp:-1.8,value_loss:0.021629446869095167,policy_loss:-0.06024311681588491,dist_entropy:0.3726595838864644,actor_grad_norm:1.241773009300232,critic_grad_norm:0.20737706124782562,ratio:0.9974507689476013,average_step_rewards:-0.824999988079071
episode:134,Updates:134/250,Timesteps:27000/50000,FPS:137.0,avg_sp:-1.76,value_loss:0.01749677856763204,policy_loss:-0.014247620602448781,dist_entropy:0.3846466104189555,actor_grad_norm:0.9887000322341919,critic_grad_norm:0.1537444293498993,ratio:1.0011967420578003,average_step_rewards:-0.7799999713897705
episode:135,Updates:135/250,Timesteps:27200/50000,FPS:137.0,avg_sp:-1.62,value_loss:0.015569952130317689,policy_loss:-0.039613691593209904,dist_entropy:0.3963903586069743,actor_grad_norm:1.1269217729568481,critic_grad_norm:0.169957235455513,ratio:0.9923375844955444,average_step_rewards:-0.7225000262260437
episode:136,Updates:136/250,Timesteps:27400/50000,FPS:137.0,avg_sp:-1.76,value_loss:0.018067621812224387,policy_loss:0.001061732256008933,dist_entropy:0.4030599673589071,actor_grad_norm:1.2038047313690186,critic_grad_norm:0.1300209015607834,ratio:0.9968025088310242,average_step_rewards:-0.9375
episode:137,Updates:137/250,Timesteps:27600/50000,FPS:137.0,avg_sp:-1.97,value_loss:0.14085343480110168,policy_loss:0.027065379172563554,dist_entropy:0.39844706455866497,actor_grad_norm:1.21031653881073,critic_grad_norm:1.212767243385315,ratio:1.0000396966934204,average_step_rewards:-0.8675000071525574
episode:138,Updates:138/250,Timesteps:27800/50000,FPS:137.0,avg_sp:-2.2,value_loss:0.02224936199684938,policy_loss:0.05069517567753792,dist_entropy:0.4259416997432709,actor_grad_norm:1.332049012184143,critic_grad_norm:0.9389704465866089,ratio:1.0016193389892578,average_step_rewards:-1.0750000476837158
episode:139,Updates:139/250,Timesteps:28000/50000,FPS:137.0,avg_sp:-1.86,value_loss:0.17795942723751068,policy_loss:0.02628327359755834,dist_entropy:0.4115021785100301,actor_grad_norm:1.1780362129211426,critic_grad_norm:0.7388654947280884,ratio:0.9969378113746643,average_step_rewards:-0.8100000023841858
episode:140,Updates:140/250,Timesteps:28200/50000,FPS:137.0,avg_sp:-1.83,value_loss:0.01931021884083748,policy_loss:0.00406685819713554,dist_entropy:0.44535446961720787,actor_grad_norm:0.89869225025177,critic_grad_norm:0.3258357346057892,ratio:0.9979662299156189,average_step_rewards:-0.7799999713897705
episode:141,Updates:141/250,Timesteps:28400/50000,FPS:137.0,avg_sp:-1.58,value_loss:0.01757082020243009,policy_loss:-0.03971603649357955,dist_entropy:0.42538703282674156,actor_grad_norm:1.3061413764953613,critic_grad_norm:0.3278401792049408,ratio:0.9837083220481873,average_step_rewards:-0.7074999809265137
episode:142,Updates:142/250,Timesteps:28600/50000,FPS:137.0,avg_sp:-1.69,value_loss:0.016998061786095302,policy_loss:-0.010474831253911058,dist_entropy:0.3897967219352722,actor_grad_norm:1.2034157514572144,critic_grad_norm:0.2826779782772064,ratio:0.9968998432159424,average_step_rewards:-0.7975000143051147
episode:143,Updates:143/250,Timesteps:28800/50000,FPS:137.0,avg_sp:-1.85,value_loss:0.02414448807636897,policy_loss:-0.04099928985039393,dist_entropy:0.4133438289165497,actor_grad_norm:1.3769452571868896,critic_grad_norm:0.17889024317264557,ratio:0.9939441680908203,average_step_rewards:-0.8100000023841858
episode:144,Updates:144/250,Timesteps:29000/50000,FPS:137.0,avg_sp:-1.67,value_loss:0.015981479299565157,policy_loss:-0.0302539291481177,dist_entropy:0.3920098066329956,actor_grad_norm:1.0101906061172485,critic_grad_norm:0.5091420412063599,ratio:1.0016300678253174,average_step_rewards:-0.7649999856948853
episode:145,Updates:145/250,Timesteps:29200/50000,FPS:137.0,avg_sp:-1.82,value_loss:0.02109787700076898,policy_loss:-0.04897253041466077,dist_entropy:0.3943753222624461,actor_grad_norm:1.1295452117919922,critic_grad_norm:0.4731820821762085,ratio:0.9953097701072693,average_step_rewards:-0.8050000071525574
episode:146,Updates:146/250,Timesteps:29400/50000,FPS:137.0,avg_sp:-1.91,value_loss:0.016333804279565812,policy_loss:-0.029425501823425293,dist_entropy:0.4009808301925659,actor_grad_norm:0.8118542432785034,critic_grad_norm:0.38074642419815063,ratio:0.9979817867279053,average_step_rewards:-1.0175000429153442
episode:147,Updates:147/250,Timesteps:29600/50000,FPS:137.0,avg_sp:-1.65,value_loss:0.10177739908297857,policy_loss:0.013664414795736471,dist_entropy:0.38027824759483336,actor_grad_norm:0.9743878841400146,critic_grad_norm:1.2491753101348877,ratio:0.9961594939231873,average_step_rewards:-0.7400000095367432
episode:148,Updates:148/250,Timesteps:29800/50000,FPS:137.0,avg_sp:-1.73,value_loss:0.020957328006625177,policy_loss:0.028698534766832987,dist_entropy:0.3797717273235321,actor_grad_norm:1.0944533348083496,critic_grad_norm:1.1943310499191284,ratio:0.9955280423164368,average_step_rewards:-0.8025000095367432
episode:149,Updates:149/250,Timesteps:30000/50000,FPS:137.0,avg_sp:-1.72,value_loss:0.01929285464187463,policy_loss:0.026791531344254813,dist_entropy:0.39487806558609007,actor_grad_norm:1.364740014076233,critic_grad_norm:0.703779399394989,ratio:0.9918225407600403,average_step_rewards:-0.7699999809265137
episode:150,Updates:150/250,Timesteps:30200/50000,FPS:137.0,avg_sp:-1.57,value_loss:0.017055961675941943,policy_loss:-0.046023585647344586,dist_entropy:0.37297258178393045,actor_grad_norm:1.2916165590286255,critic_grad_norm:0.4737851321697235,ratio:0.9918740391731262,average_step_rewards:-0.6524999737739563
episode:151,Updates:151/250,Timesteps:30400/50000,FPS:137.0,avg_sp:-1.72,value_loss:0.015599869005382062,policy_loss:-0.055839936931928,dist_entropy:0.3700258155663808,actor_grad_norm:0.9628052115440369,critic_grad_norm:0.2541520595550537,ratio:0.9997027516365051,average_step_rewards:-0.7975000143051147
episode:152,Updates:152/250,Timesteps:30600/50000,FPS:137.0,avg_sp:-1.59,value_loss:0.024192386120557786,policy_loss:-0.041610480099916455,dist_entropy:0.37530906399091085,actor_grad_norm:1.7461354732513428,critic_grad_norm:0.557016134262085,ratio:0.9996575713157654,average_step_rewards:-0.7549999952316284
episode:153,Updates:153/250,Timesteps:30800/50000,FPS:137.0,avg_sp:-2.0,value_loss:0.024610287323594094,policy_loss:-0.016661921888589858,dist_entropy:0.3837313095728556,actor_grad_norm:1.4635287523269653,critic_grad_norm:0.22838641703128815,ratio:0.99466472864151,average_step_rewards:-0.9200000166893005
episode:154,Updates:154/250,Timesteps:31000/50000,FPS:137.0,avg_sp:-1.59,value_loss:0.027229431023200353,policy_loss:-0.010304319074687858,dist_entropy:0.39713340799013774,actor_grad_norm:1.0668292045593262,critic_grad_norm:0.26226940751075745,ratio:0.9900584816932678,average_step_rewards:-0.6775000095367432
episode:155,Updates:155/250,Timesteps:31200/50000,FPS:137.0,avg_sp:-1.73,value_loss:0.021604074041048686,policy_loss:0.002689132984475388,dist_entropy:0.39306744933128357,actor_grad_norm:1.323261022567749,critic_grad_norm:0.6052442193031311,ratio:0.9916349053382874,average_step_rewards:-0.7574999928474426
episode:156,Updates:156/250,Timesteps:31400/50000,FPS:137.0,avg_sp:-1.57,value_loss:0.014954553792874019,policy_loss:-0.03463281144698461,dist_entropy:0.3734762668609619,actor_grad_norm:1.378247618675232,critic_grad_norm:0.3180341422557831,ratio:1.0026458501815796,average_step_rewards:-0.699999988079071
episode:157,Updates:157/250,Timesteps:31600/50000,FPS:137.0,avg_sp:-1.53,value_loss:0.015232447969416777,policy_loss:0.0031983806007095457,dist_entropy:0.36850911378860474,actor_grad_norm:1.433102011680603,critic_grad_norm:0.21674612164497375,ratio:0.9902756810188293,average_step_rewards:-0.7074999809265137
episode:158,Updates:158/250,Timesteps:31800/50000,FPS:137.0,avg_sp:-1.68,value_loss:0.021304300303260484,policy_loss:-0.049874840676784514,dist_entropy:0.3526699165503184,actor_grad_norm:1.40901780128479,critic_grad_norm:0.12235725671052933,ratio:0.990132749080658,average_step_rewards:-0.7549999952316284
episode:159,Updates:159/250,Timesteps:32000/50000,FPS:137.0,avg_sp:-1.83,value_loss:0.015704962735374767,policy_loss:0.017980834779640038,dist_entropy:0.35232555071512855,actor_grad_norm:1.079520583152771,critic_grad_norm:0.2333679050207138,ratio:0.995521605014801,average_step_rewards:-0.7900000214576721
episode:160,Updates:160/250,Timesteps:32200/50000,FPS:137.0,avg_sp:-1.39,value_loss:0.015099282748997212,policy_loss:-0.020648117549717425,dist_entropy:0.36180771986643473,actor_grad_norm:1.3683708906173706,critic_grad_norm:0.18999597430229187,ratio:0.9989440441131592,average_step_rewards:-0.5674999952316284
episode:161,Updates:161/250,Timesteps:32400/50000,FPS:137.0,avg_sp:-1.47,value_loss:0.013461143088837465,policy_loss:-0.05115604549646378,dist_entropy:0.3653206249078115,actor_grad_norm:1.3584412336349487,critic_grad_norm:0.65639328956604,ratio:0.9942331314086914,average_step_rewards:-0.6725000143051147
episode:162,Updates:162/250,Timesteps:32600/50000,FPS:137.0,avg_sp:-1.41,value_loss:0.021454314266641936,policy_loss:-0.0026781455157712723,dist_entropy:0.3445836981137594,actor_grad_norm:1.2239755392074585,critic_grad_norm:0.5142560601234436,ratio:0.9926156401634216,average_step_rewards:-0.762499988079071
episode:163,Updates:163/250,Timesteps:32800/50000,FPS:137.0,avg_sp:-1.66,value_loss:0.19050174752871196,policy_loss:0.022160177553693452,dist_entropy:0.3722751796245575,actor_grad_norm:1.423979640007019,critic_grad_norm:1.1448538303375244,ratio:0.9983584880828857,average_step_rewards:-0.9024999737739563
episode:164,Updates:164/250,Timesteps:33000/50000,FPS:137.0,avg_sp:-1.34,value_loss:0.17321676711241404,policy_loss:0.003788270386091123,dist_entropy:0.343113511800766,actor_grad_norm:2.5655899047851562,critic_grad_norm:0.8985683917999268,ratio:0.9857338666915894,average_step_rewards:-0.5450000166893005
episode:165,Updates:165/250,Timesteps:33200/50000,FPS:137.0,avg_sp:-1.5,value_loss:0.016555738635361195,policy_loss:-0.020484776236116886,dist_entropy:0.3242342094580332,actor_grad_norm:1.1454224586486816,critic_grad_norm:0.639192521572113,ratio:0.9957733154296875,average_step_rewards:-0.5874999761581421
episode:166,Updates:166/250,Timesteps:33400/50000,FPS:137.0,avg_sp:-1.68,value_loss:0.019500385721524557,policy_loss:-0.09032291173934937,dist_entropy:0.33841695785522463,actor_grad_norm:1.193000078201294,critic_grad_norm:0.4281303584575653,ratio:0.9914475083351135,average_step_rewards:-0.7124999761581421
episode:167,Updates:167/250,Timesteps:33600/50000,FPS:137.0,avg_sp:-1.64,value_loss:0.01733793318271637,policy_loss:-0.013494231334577004,dist_entropy:0.3278431216875712,actor_grad_norm:1.0919188261032104,critic_grad_norm:0.45362505316734314,ratio:0.9956396222114563,average_step_rewards:-0.7024999856948853
episode:168,Updates:168/250,Timesteps:33800/50000,FPS:137.0,avg_sp:-1.53,value_loss:0.018433829272786775,policy_loss:0.0025599758548196403,dist_entropy:0.3380805750687917,actor_grad_norm:1.5376149415969849,critic_grad_norm:0.3607531487941742,ratio:0.9905951023101807,average_step_rewards:-0.6625000238418579
episode:169,Updates:169/250,Timesteps:34000/50000,FPS:137.0,avg_sp:-1.52,value_loss:0.015789276920259,policy_loss:-0.042821884031097095,dist_entropy:0.32976417342821757,actor_grad_norm:1.6111072301864624,critic_grad_norm:0.295894056558609,ratio:0.9869406819343567,average_step_rewards:-0.6549999713897705
episode:170,Updates:170/250,Timesteps:34200/50000,FPS:137.0,avg_sp:-1.43,value_loss:0.018263025830189388,policy_loss:-0.024699190879861513,dist_entropy:0.30806697010993955,actor_grad_norm:1.553730845451355,critic_grad_norm:0.21216711401939392,ratio:0.9918534755706787,average_step_rewards:-0.6150000095367432
episode:171,Updates:171/250,Timesteps:34400/50000,FPS:137.0,avg_sp:-1.55,value_loss:0.01651194809625546,policy_loss:-0.04652148584524791,dist_entropy:0.28447606166203815,actor_grad_norm:1.0703078508377075,critic_grad_norm:0.1312396079301834,ratio:0.9975598454475403,average_step_rewards:-0.6650000214576721
episode:172,Updates:172/250,Timesteps:34600/50000,FPS:137.0,avg_sp:-1.33,value_loss:0.015054298751056194,policy_loss:-0.02995921323696772,dist_entropy:0.2891912341117859,actor_grad_norm:1.3536560535430908,critic_grad_norm:0.2738204300403595,ratio:0.989058256149292,average_step_rewards:-0.6100000143051147
episode:173,Updates:173/250,Timesteps:34800/50000,FPS:137.0,avg_sp:-1.54,value_loss:0.026548930009206138,policy_loss:-0.021095483594884477,dist_entropy:0.29316338499387107,actor_grad_norm:1.666059136390686,critic_grad_norm:0.2184228003025055,ratio:0.9871509075164795,average_step_rewards:-0.675000011920929
episode:174,Updates:174/250,Timesteps:35000/50000,FPS:137.0,avg_sp:-1.56,value_loss:0.016318120807409287,policy_loss:-0.04320121978720029,dist_entropy:0.29191439151763915,actor_grad_norm:1.4652519226074219,critic_grad_norm:0.2952820062637329,ratio:0.991839587688446,average_step_rewards:-0.6700000166893005
episode:175,Updates:175/250,Timesteps:35200/50000,FPS:137.0,avg_sp:-1.45,value_loss:0.01937680852909883,policy_loss:-0.036445445070664086,dist_entropy:0.27490162253379824,actor_grad_norm:1.5372785329818726,critic_grad_norm:0.1779525727033615,ratio:0.993800163269043,average_step_rewards:-0.6600000262260437
episode:176,Updates:176/250,Timesteps:35400/50000,FPS:137.0,avg_sp:-1.59,value_loss:0.07633973707755407,policy_loss:0.011021325644105674,dist_entropy:0.24980100591977436,actor_grad_norm:1.2342562675476074,critic_grad_norm:0.3451830744743347,ratio:0.995223879814148,average_step_rewards:-0.7024999856948853
